rad_haplotyper -v SNP_20231004_n540_basic.recode.vcf -r reference.fasta -p popmap_n540_OTU -x 16 -o haps_20231004_n540_OTU.vcf --genepop haps_20231004_n540_OTU.gp
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_10997	1	2	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_10998	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_11006	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_11007	2	3	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_11008	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11013	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_11014	2	3	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_11015	5	9	511	540	0.946	PASSED	14	4	11	
dDocent_Contig_11018	2	3	461	540	0.854	FILTERED	1	0	78	Missing data
dDocent_Contig_11019	2	3	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_11021	4	6	428	540	0.793	FILTERED	0	56	56	Missing data
dDocent_Contig_11022	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11024	3	3	457	540	0.846	FILTERED	0	22	61	Missing data
dDocent_Contig_11031	7	8	485	540	0.898	FILTERED	29	1	25	Missing data
dDocent_Contig_11036	4	5	385	540	0.713	FILTERED	149	1	5	Missing data
dDocent_Contig_11037	7	9	524	540	0.970	PASSED	6	3	7	
dDocent_Contig_11040	6	10	532	540	0.985	PASSED	1	4	3	
dDocent_Contig_11042	4	8	483	540	0.894	FILTERED	0	26	31	Missing data
dDocent_Contig_11047	4	5	530	540	0.981	PASSED	10	0	0	
dDocent_Contig_11048	1	2	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_11051	2	3	497	540	0.920	PASSED	0	0	43	
dDocent_Contig_11056	2	3	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_11057	1	2	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_11058	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_1106	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_11063	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_11074	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_11077	3	5	521	540	0.965	PASSED	3	2	14	
dDocent_Contig_11078	3	4	458	540	0.848	FILTERED	1	32	49	Missing data
dDocent_Contig_11079	3	5	525	540	0.972	PASSED	0	1	14	
dDocent_Contig_11081	6	5	514	540	0.952	PASSED	12	0	14	
dDocent_Contig_11082	2	4	535	540	0.991	PASSED	1	4	0	
dDocent_Contig_11084	1	2	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_11099	3	3	487	540	0.902	PASSED	2	14	37	
dDocent_Contig_11102	2	3	475	540	0.880	FILTERED	0	1	64	Missing data
dDocent_Contig_11106	8	7	383	540	0.709	FILTERED	154	3	0	Missing data
dDocent_Contig_11110	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11111	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11112	3	4	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11113	6	14	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_11120	2	3	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_11122	4	5	477	540	0.883	FILTERED	3	19	41	Missing data
dDocent_Contig_11123	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_11131	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11135	2	3	474	540	0.878	FILTERED	0	2	64	Missing data
dDocent_Contig_11142	1	2	513	540	0.950	PASSED	0	0	27	
dDocent_Contig_11143	2	3	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_11148	3	4	533	540	0.987	PASSED	0	1	6	
dDocent_Contig_11151	3	8	500	540	0.926	PASSED	0	36	4	
dDocent_Contig_11154	4	9	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_11156	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11161	3	4	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_11165	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_11168	5	4	494	540	0.915	PASSED	0	3	43	
dDocent_Contig_11169	3	8	537	540	0.994	PASSED	3	0	0	
dDocent_Contig_11170	2	2	135	540	0.250	FILTERED	0	404	1	Missing data
dDocent_Contig_11171	5	4	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_11177	4	6	503	540	0.931	PASSED	1	0	36	
dDocent_Contig_11179	3	4	480	540	0.889	FILTERED	0	9	51	Missing data
dDocent_Contig_11184	3	3	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_11185	7	23	498	540	0.922	PASSED	4	10	28	
dDocent_Contig_11193	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11196	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_11197	1	2	491	540	0.909	PASSED	0	0	49	
dDocent_Contig_11198	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_11199	8	9	537	540	0.994	PASSED	0	3	0	
dDocent_Contig_11200	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11202	3	4	537	540	0.994	PASSED	1	2	0	
dDocent_Contig_11204	9	11	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_11205	6	10	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11207	1	2	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_11208	5	7	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_11212	9	15	305	540	0.565	FILTERED	2	166	67	Missing data
dDocent_Contig_11214	2	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_11215	9	15	453	540	0.839	FILTERED	4	27	56	Missing data
dDocent_Contig_11216	5	7	479	540	0.887	FILTERED	0	4	57	Missing data
dDocent_Contig_11217	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_11221	1	2	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_11222	4	11	525	540	0.972	PASSED	1	14	0	
dDocent_Contig_11225	1	2	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_11226	2	3	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_11228	2	4	512	540	0.948	PASSED	1	0	27	
dDocent_Contig_11229	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_11235	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11241	2	3	538	540	0.996	PASSED	0	2	0	
dDocent_Contig_11242	6	7	422	540	0.781	FILTERED	100	5	13	Missing data
dDocent_Contig_11243	2	4	527	540	0.976	PASSED	3	5	5	
dDocent_Contig_11249	1	2	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_1125	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_11252	4	6	489	540	0.906	PASSED	1	0	50	
dDocent_Contig_11253	1	2	496	540	0.919	PASSED	0	0	44	
dDocent_Contig_11254	6	6	533	540	0.987	PASSED	2	3	2	
dDocent_Contig_11262	5	5	494	540	0.915	PASSED	4	8	34	
dDocent_Contig_11266	4	4	472	540	0.874	FILTERED	1	4	63	Missing data
dDocent_Contig_11267	2	3	211	540	0.391	FILTERED	248	1	80	Missing data
dDocent_Contig_11270	1	2	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_11275	2	3	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_11278	2	3	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_11285	3	4	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_11286	2	3	488	540	0.904	PASSED	1	0	51	
dDocent_Contig_11287	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11289	3	5	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11290	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11303	4	6	456	540	0.844	FILTERED	5	2	77	Missing data
dDocent_Contig_11305	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11307	3	4	486	540	0.900	PASSED	1	2	51	
dDocent_Contig_11308	1	2	491	540	0.909	PASSED	0	0	49	
dDocent_Contig_11314	5	7	405	540	0.750	FILTERED	14	119	2	Missing data
dDocent_Contig_11315	2	3	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_11324	2	3	521	540	0.965	PASSED	1	0	18	
dDocent_Contig_11325	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_11328	2	4	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_11336	4	6	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_11346	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11347	2	4	508	540	0.941	PASSED	2	0	30	
dDocent_Contig_11362	5	10	532	540	0.985	PASSED	0	1	7	
dDocent_Contig_11367	3	5	454	540	0.841	FILTERED	83	0	3	Missing data
dDocent_Contig_11373	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_11378	2	3	520	540	0.963	PASSED	1	2	17	
dDocent_Contig_1138	3	6	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11382	8	17	408	540	0.756	FILTERED	1	109	22	Missing data
dDocent_Contig_11383	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_11384	3	4	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_11385	4	6	491	540	0.909	PASSED	1	0	48	
dDocent_Contig_11386	4	5	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_11388	2	3	455	540	0.843	FILTERED	8	0	77	Missing data
dDocent_Contig_11396	2	4	518	540	0.959	PASSED	1	0	21	
dDocent_Contig_11397	1	2	489	540	0.906	PASSED	0	0	51	
dDocent_Contig_11401	5	9	255	540	0.472	FILTERED	275	8	2	Missing data
dDocent_Contig_11404	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11413	2	3	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_11420	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11423	2	3	523	540	0.969	PASSED	2	0	15	
dDocent_Contig_11424	2	3	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_11429	2	4	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_11430	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11431	2	3	478	540	0.885	FILTERED	1	1	60	Missing data
dDocent_Contig_11432	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11433	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_11435	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_11436	3	4	525	540	0.972	PASSED	5	3	7	
dDocent_Contig_11439	5	5	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_11440	4	5	528	540	0.978	PASSED	4	1	7	
dDocent_Contig_11441	6	6	279	540	0.517	FILTERED	223	27	11	Missing data
dDocent_Contig_11443	4	5	504	540	0.933	PASSED	26	1	9	
dDocent_Contig_11445	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_11453	2	3	499	540	0.924	PASSED	2	4	35	
dDocent_Contig_11456	2	4	495	540	0.917	PASSED	0	0	45	
dDocent_Contig_11464	3	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11468	6	9	410	540	0.759	FILTERED	118	2	10	Missing data
dDocent_Contig_11472	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11483	1	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_11485	4	3	518	540	0.959	PASSED	1	3	18	
dDocent_Contig_11492	3	4	506	540	0.937	PASSED	13	1	20	
dDocent_Contig_11494	1	2	494	540	0.915	PASSED	0	0	46	
dDocent_Contig_11495	4	4	529	540	0.980	PASSED	4	6	1	
dDocent_Contig_11496	0	0	0	540	0.000	FILTERED	0	476	64	Missing data
dDocent_Contig_11497	3	6	517	540	0.957	PASSED	7	1	15	
dDocent_Contig_11499	10	10	517	540	0.957	PASSED	1	10	12	
dDocent_Contig_11504	2	3	505	540	0.935	PASSED	2	0	33	
dDocent_Contig_11510	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_11511	4	4	488	540	0.904	PASSED	18	8	26	
dDocent_Contig_11514	3	5	508	540	0.941	PASSED	0	14	18	
dDocent_Contig_11520	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_11524	2	3	522	540	0.967	PASSED	0	1	17	
dDocent_Contig_11527	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_11529	3	3	507	540	0.939	PASSED	0	0	33	
dDocent_Contig_11538	3	3	471	540	0.872	FILTERED	4	0	65	Missing data
dDocent_Contig_11539	2	3	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_11543	1	2	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_11544	2	4	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_11552	1	2	458	540	0.848	FILTERED	0	0	82	Missing data
dDocent_Contig_11558	2	4	534	540	0.989	PASSED	1	1	4	
dDocent_Contig_11561	3	4	441	540	0.817	FILTERED	0	14	85	Missing data
dDocent_Contig_11566	4	4	528	540	0.978	PASSED	1	3	8	
dDocent_Contig_11569	3	4	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_11581	3	5	477	540	0.883	FILTERED	1	0	62	Missing data
dDocent_Contig_11585	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_11587	4	5	465	540	0.861	FILTERED	2	2	71	Missing data
dDocent_Contig_11590	2	3	535	540	0.991	PASSED	2	0	3	
dDocent_Contig_11595	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_11596	3	5	482	540	0.893	FILTERED	0	39	19	Missing data
dDocent_Contig_11599	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_11602	10	6	484	540	0.896	FILTERED	0	16	40	Missing data
dDocent_Contig_11606	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11608	5	7	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_11610	5	10	521	540	0.965	PASSED	5	12	2	
dDocent_Contig_11614	1	2	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_11615	9	5	486	540	0.900	PASSED	2	3	49	
dDocent_Contig_11617	8	15	534	540	0.989	PASSED	0	2	4	
dDocent_Contig_11622	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_11624	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11630	4	5	513	540	0.950	PASSED	2	3	22	
dDocent_Contig_11631	2	3	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_11632	8	8	536	540	0.993	PASSED	1	3	0	
dDocent_Contig_11633	5	5	538	540	0.996	PASSED	0	1	1	
dDocent_Contig_11637	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_11638	4	8	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11639	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11643	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_11644	7	9	476	540	0.881	FILTERED	1	3	60	Missing data
dDocent_Contig_11651	4	7	451	540	0.835	FILTERED	0	24	65	Missing data
dDocent_Contig_11656	5	5	469	540	0.869	FILTERED	0	10	61	Missing data
dDocent_Contig_11660	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_11667	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_11671	2	3	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_11672	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_11682	6	11	536	540	0.993	PASSED	1	2	1	
dDocent_Contig_11683	2	3	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_11685	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11687	3	5	485	540	0.898	FILTERED	54	1	0	Missing data
dDocent_Contig_11693	3	6	535	540	0.991	PASSED	1	0	4	
dDocent_Contig_11694	2	4	485	540	0.898	FILTERED	0	2	53	Missing data
dDocent_Contig_11696	6	6	501	540	0.928	PASSED	1	5	33	
dDocent_Contig_11700	3	6	453	540	0.839	FILTERED	1	15	71	Missing data
dDocent_Contig_11705	2	3	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_11719	4	5	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_11726	5	4	498	540	0.922	PASSED	0	3	39	
dDocent_Contig_11728	2	3	514	540	0.952	PASSED	0	13	13	
dDocent_Contig_11729	8	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11733	3	4	500	540	0.926	PASSED	3	0	37	
dDocent_Contig_11738	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_11739	3	4	536	540	0.993	PASSED	4	0	0	
dDocent_Contig_11740	4	6	533	540	0.987	PASSED	1	4	2	
dDocent_Contig_11741	1	2	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_11747	5	6	527	540	0.976	PASSED	7	3	3	
dDocent_Contig_11750	2	4	530	540	0.981	PASSED	0	1	9	
dDocent_Contig_11751	2	4	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_11753	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11756	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11764	3	7	534	540	0.989	PASSED	0	1	5	
dDocent_Contig_11767	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_11769	2	2	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_11774	3	5	425	540	0.787	FILTERED	0	49	66	Missing data
dDocent_Contig_11776	7	9	522	540	0.967	PASSED	1	17	0	
dDocent_Contig_11778	2	4	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_11779	3	3	468	540	0.867	FILTERED	2	20	50	Missing data
dDocent_Contig_11781	2	3	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_11787	6	5	533	540	0.987	PASSED	2	2	3	
dDocent_Contig_11789	2	3	436	540	0.807	FILTERED	0	29	75	Missing data
dDocent_Contig_11791	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_11795	2	3	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_11796	6	13	526	540	0.974	PASSED	3	10	1	
dDocent_Contig_11799	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_11800	7	11	507	540	0.939	PASSED	3	21	9	
dDocent_Contig_11803	3	5	534	540	0.989	PASSED	4	0	2	
dDocent_Contig_11804	2	2	22	540	0.041	FILTERED	0	451	67	Missing data
dDocent_Contig_1181	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_11814	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11817	5	4	51	540	0.094	FILTERED	0	482	7	Missing data
dDocent_Contig_1182	3	4	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_11822	3	5	535	540	0.991	PASSED	0	2	3	
dDocent_Contig_11823	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_11824	7	7	538	540	0.996	PASSED	2	0	0	
dDocent_Contig_11826	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_1183	3	4	487	540	0.902	PASSED	0	0	53	
dDocent_Contig_11846	2	4	438	540	0.811	FILTERED	22	0	80	Missing data
dDocent_Contig_11847	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11850	3	5	536	540	0.993	PASSED	2	0	2	
dDocent_Contig_11854	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11858	4	5	438	540	0.811	FILTERED	63	0	39	Missing data
dDocent_Contig_11859	2	4	533	540	0.987	PASSED	1	6	0	
dDocent_Contig_11861	3	4	530	540	0.981	PASSED	0	1	9	
dDocent_Contig_11865	2	2	494	540	0.915	PASSED	0	0	46	
dDocent_Contig_11879	3	3	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_11881	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_11883	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_11884	6	4	490	540	0.907	PASSED	1	5	44	
dDocent_Contig_11890	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_11891	3	3	460	540	0.852	FILTERED	0	2	78	Missing data
dDocent_Contig_11895	3	4	519	540	0.961	PASSED	15	1	5	
dDocent_Contig_11898	4	6	513	540	0.950	PASSED	0	0	27	
dDocent_Contig_11899	4	6	496	540	0.919	PASSED	3	1	40	
dDocent_Contig_1190	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11900	3	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11906	3	4	519	540	0.961	PASSED	1	0	20	
dDocent_Contig_11907	1	2	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_11911	8	5	488	540	0.904	PASSED	0	1	51	
dDocent_Contig_11914	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11915	4	8	510	540	0.944	PASSED	1	1	28	
dDocent_Contig_11924	3	5	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_11926	5	9	470	540	0.870	FILTERED	10	47	13	Missing data
dDocent_Contig_11928	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_11933	2	3	497	540	0.920	PASSED	0	1	42	
dDocent_Contig_11936	3	4	408	540	0.756	FILTERED	1	68	63	Missing data
dDocent_Contig_11940	5	3	504	540	0.933	PASSED	0	3	33	
dDocent_Contig_11942	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_11947	4	7	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_11948	4	7	538	540	0.996	PASSED	1	1	0	
dDocent_Contig_11951	3	4	538	540	0.996	PASSED	0	1	1	
dDocent_Contig_11960	3	3	533	540	0.987	PASSED	1	1	5	
dDocent_Contig_11963	5	6	532	540	0.985	PASSED	1	2	5	
dDocent_Contig_11964	1	2	463	540	0.857	FILTERED	0	0	77	Missing data
dDocent_Contig_11965	6	7	378	540	0.700	FILTERED	54	45	63	Missing data
dDocent_Contig_11968	4	4	535	540	0.991	PASSED	3	1	1	
dDocent_Contig_11969	1	2	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_11970	4	5	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_11973	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_11975	8	8	416	540	0.770	FILTERED	105	7	12	Missing data
dDocent_Contig_11978	2	3	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_11992	4	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_11993	3	4	375	540	0.694	FILTERED	102	2	61	Missing data
dDocent_Contig_11995	4	7	508	540	0.941	PASSED	0	2	30	
dDocent_Contig_11997	6	3	531	540	0.983	PASSED	1	1	7	
dDocent_Contig_1200	1	2	486	540	0.900	PASSED	0	0	54	
dDocent_Contig_12001	3	4	525	540	0.972	PASSED	0	14	1	
dDocent_Contig_12010	4	3	454	540	0.841	FILTERED	1	4	81	Missing data
dDocent_Contig_12012	1	2	524	540	0.970	PASSED	0	0	16	
dDocent_Contig_12013	2	3	495	540	0.917	PASSED	2	5	38	
dDocent_Contig_12014	8	7	440	540	0.815	FILTERED	7	32	61	Missing data
dDocent_Contig_12015	4	6	510	540	0.944	PASSED	0	17	13	
dDocent_Contig_12016	3	3	494	540	0.915	PASSED	0	0	46	
dDocent_Contig_12017	3	4	246	540	0.456	FILTERED	271	2	21	Missing data
dDocent_Contig_12019	4	4	485	540	0.898	FILTERED	3	12	40	Missing data
dDocent_Contig_12022	4	4	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_12025	3	5	529	540	0.980	PASSED	1	5	5	
dDocent_Contig_12032	1	2	467	540	0.865	FILTERED	0	0	73	Missing data
dDocent_Contig_12033	3	4	534	540	0.989	PASSED	2	0	4	
dDocent_Contig_12036	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_12045	2	3	495	540	0.917	PASSED	0	0	45	
dDocent_Contig_12046	2	4	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_12049	2	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_12050	2	3	528	540	0.978	PASSED	0	3	9	
dDocent_Contig_12059	3	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_12065	4	3	479	540	0.887	FILTERED	1	10	50	Missing data
dDocent_Contig_12067	1	2	466	540	0.863	FILTERED	0	0	74	Missing data
dDocent_Contig_12068	8	11	418	540	0.774	FILTERED	24	89	9	Missing data
dDocent_Contig_12073	2	4	524	540	0.970	PASSED	3	0	13	
dDocent_Contig_12075	4	5	518	540	0.959	PASSED	0	6	16	
dDocent_Contig_12076	1	2	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_12079	1	2	495	540	0.917	PASSED	0	0	45	
dDocent_Contig_12084	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_12085	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_12086	11	7	112	540	0.207	FILTERED	357	3	68	Missing data
dDocent_Contig_12087	3	3	520	540	0.963	PASSED	1	2	17	
dDocent_Contig_12094	4	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_12096	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_12105	2	4	528	540	0.978	PASSED	1	4	7	
dDocent_Contig_12108	2	3	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_12109	4	6	534	540	0.989	PASSED	2	0	4	
dDocent_Contig_12111	1	2	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_12112	7	6	521	540	0.965	PASSED	1	9	9	
dDocent_Contig_12114	1	2	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_12119	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_12122	1	2	463	540	0.857	FILTERED	0	0	77	Missing data
dDocent_Contig_12123	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_12125	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_12132	2	4	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_12133	5	7	526	540	0.974	PASSED	1	13	0	
dDocent_Contig_12134	2	4	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_12140	4	4	421	540	0.780	FILTERED	1	70	48	Missing data
dDocent_Contig_12148	6	6	522	540	0.967	PASSED	3	4	11	
dDocent_Contig_12149	3	4	470	540	0.870	FILTERED	2	5	63	Missing data
dDocent_Contig_12150	2	3	527	540	0.976	PASSED	0	4	9	
dDocent_Contig_12152	3	4	512	540	0.948	PASSED	0	0	28	
dDocent_Contig_12153	3	4	536	540	0.993	PASSED	1	1	2	
dDocent_Contig_12154	3	3	532	540	0.985	PASSED	1	1	6	
dDocent_Contig_12156	2	3	512	540	0.948	PASSED	3	1	24	
dDocent_Contig_12160	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_12162	3	4	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_12163	2	3	470	540	0.870	FILTERED	4	0	66	Missing data
dDocent_Contig_12165	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_12166	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_12169	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_1217	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_12174	6	9	488	540	0.904	PASSED	3	1	48	
dDocent_Contig_12176	2	4	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_12179	3	4	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_12181	3	4	517	540	0.957	PASSED	0	21	2	
dDocent_Contig_12194	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_12199	5	5	527	540	0.976	PASSED	6	2	5	
